review;sentiment
Maggiore attenzione alla manutenzione delle bici. Spesso hanno le ruote sgonfie o danno un fastidioso difetto alla pedalata (forse il cambio). Aggiungere stazioni in zona P.zza Firenze/Accursio.;-1
Migliorare la manutenzione, soprattutto per quanto riguarda i freni e il cambio, che è molto delicato.;1
Fondamentale è estendere l'orario del servizio, che dovrebbe essere fruibile 24h su 24h in modo da poterlo utilizzare nelle ore notturne quando non ci sono i mezzi pubblici. Per il resto, ottimo servizio.;1
"Aumentare il numero di stazioni; spesso pb con il cambio sul nuovo cambio shimano , quello con il visorino in plexigas";-1
mettere le stazioni anche fuori dalla cerchia della circonvallazione, togliere il pavè e migliorare l'asfalto;1
Migliorare la manutenzione delle biciclette e creare una postazione presso la stazione Garibaldi;1
Le biciclette elettriche potrebbero essere utili ma il problema delle lunghe distanze per quanto mi riguarda non é la fatica o il tempo bensì l'aumentata possibilità di passare da strade ad alta percorrenza che sono molto più pericolose per chi va in bicicletta.;-1
Bisognerebbe integrare un sistema che notifichi in qualche modo (mail, sms ... ) lo scatto dei 30 minuti successivi a quelli gratuiti per l‚Äôaddebito di ‚Ç¨ 0,50 centesimi ad ogni frazione sulla carta di credito registrata sull'abbonamento. Trovo che questo aspetto sia poco trasparente in quanto se prelevo una bicicletta da una qualsiasi stazione e dopo un po‚Äô di tempo la riaggancio, se verifico la cronologia degli utilizzi sul sito BikeMI mi viene indicato solo il tempo di utilizzo ma non quanto mi è stato eventualmente addebitato. Visto che per la registrazione della tessera avete sia cellulare che mail potreste implementare (se questo non sia già attivabile a richiesta come sopra richiesto) l‚Äôinvio di una notifica via mail che avvisi il superamento dei primi 30 minuti gratuiti e per tanto gli addebiti conseguenti per ogni frazione successiva.;1
Sarebbe molto interessante di averle a disposizione la 24 ore su 24 ore;0
Ritirare bici troppo vecchie, migliorare manutenzione (alcune bici sono INUTILIZZABILI E PERICOLOSE!), rifornire/svuotare stazioni con maggior frequenza;-1
togliere le bici nelle stazioni meno importanti. al mattino rischi di stare in giro mezzora prima di trovare posto dove lasciarla e quindi non c'è più convenienza;0
le biciclette sono troppo pesanti, l'abbonamento ha un prezzo equo per un uso frequente, per uso saltuario sarebbe utile avere dei pacchetti di ore;1
Molto spesso le biciclette sono in pessimo stato e più volte mi è capitato che mi indicasse un numero di bici da prelevare e che o non era presente nella rastrelliera o non mi permetteva di prelevarla per luce rossa!! In quel caso si deve attendere almeno 10 min per prenderne una nuova,ed in questo caso si è fortunati.Altre volte si deve contattare il call center per lo sblocco e non è agevole prendere la linea e cmq non sempre risolvono. Una rete più capillare di stazioni sarebbe utile, come sempre appena si esce dal centro non si ha più diritto ad alcun servizio pur avendo abbonamento mentre in alcune zone centrali abbondano di stazioni anche in viali dove la vicinanza al metro e tutt'altro che comoda (es. vedi viale lazio o via foppa) La periferia che non è servita dalla metropolitana avrebbe bisogno di questo servizio per agevolare gli spostamenti di pendolari e studenti;-1
Le bici non frenano, spesso il cambio è rovinato, con una borsa nel cestino sono inguidabili.;-1
continuare ad aumentare le postazioni in città;1
mettere a disposizione più bici nelle ore di punta vicino stazione treni e più piste ciclabili.......traversare piazza repubblica è troppo pericoloso;-1
Aggiungere nuove stazioni anche fuori dalla cerchia della circonvallazione;0
il servizio dovrebbe essere continuo su 24 ore;1
Rendere le biciclette più leggere e comode. Oltretutto spesso il cambio scatta in totale autonomia. Grazie;1
estendere l'orario, migliorare la sicurezza con piste, migliorare la manutenzione;1
vedi sopra - altre capitali europee al massimo lasciano u ntempo di decorrenza peril nuovo prelievo pari a 2 minuti. estensione della gratuità a 45 minuti;-1
"ho notato che il cambio funzionava male in molte bici qualche mese fa, ultimamente invece erano tutte perfettamente funzionanti, complimenti per la manutenzione; unica piccola pecca, mi è capitato frequentemente di trovare stazioni momentaneamente fuori servizio per problemi di connessione.";0
Bici pesanti, cambio spesso malfunzionante;-1
Aumentate le biciclette nella zona Sempione perfavore!! Li i mezzi sono scomodi e molte persone aspettano il bike mi avrebbe sicuramente molti utenti!!;0
Possibile che non ci sia un'app supportata da ATM per BikeMI?;1
bici più leggere e in efficienza;1
in centro spesso gli stazionamenti sono completi, le biciclette hanno una struttura molto pesante;-1
La pecca maggiore è non poter effettuare il pagamento, anche eventualmente con mezzi elettronici, direttamente alle colonnine.;0
Piste ciclabili SEPARATE dalle auto;-1
Rendere possibile tramite app individuare stazioni bikemi e segnalare problemi specifici della bici appena utilizzata;-1
Cambiate quelle biciclette e mettete quelle di Barcellona. Perché dobbiamo sempre avere il peggio in Italia?;-1
Si potrebbe considerare alzare la soglia a un ora invece di 30 minuti per l'uso (anche al prezzo di alzare il prezzo del abbonamento);-1
LL'orario di termine servizio è assurdo in una città come Milano. Il noleggio dovrebbe essere attivo 24/24h in modo tale da poterlo ritenere anche una valida alternativa alla mancanza di mezzi pubblici durante le ore notturne.;-1
"sarebbero + comode biciclette + leggere; spesso le bici hanno difetti nella pedalata";-1
CI SONO POCHI STALLI NEI PRESSI DELLE FERMATE DEL PASSANTE;-1
più manutenzione alle biciclette e qualche stazione anche più lontana dal centro;0
monitorate meglio lo spostamento delle biciclette. Ogni mattina riempite le rastrelliere di via cantù 2, di fronte agli uffici luxottica che regale a tutti i suoi dipendenti ogni anno la tessera. Inutile dire che la mattina tutti arrivano in bici e non c'è mai posto. In aggiunta se le bici potessero essere usate 24h al giorno sarebbe gran cosa;-1
MOLTO SPESSO NEGLI ORARI DI PUNTA DELLA MATTINA E DELLA SERA LE STAZIONI DI BICI SONO SGUARNITE E CIò RENDE IMPOSSIBILE USUFRUIRE DEL SERVIZIO (ES. IN PROSSIMITA' DELLA STAZIONE GARIBALDI);-1
grazie;1
Busognerebbe prolungare l'orario del servizio anche alla notte;0
Occorrerebbe monitorare meglio gli orari di punta. Infatti al mattino o alla sera nelle stazioni in particolare (centrale, garibaldi) si fa fatica a trovare una bici disponibile o una rastrelliera libera;1
programmare assegnazione delle biciclette a seconda del sesso (in modo da non dover alzare/abbassare il sellino;1
Migliorare la condizione delle biciclette - troppe volte hanno ruote sgonfie oppure la pedalata è difficile;0
"mettere un opzione per segnalare le bici guaste; fare un app.";-1
Curate + le manutenzioni (gomme sgonfie, cambi rotti) e monitorate meglio i flussi per evitare stalli pieni o vuoti;-1
biciclette più leggere e con pedalata meno faticosa, revisione mezzi più attenta, sollecitare più piste ciclabili;-1
Aumentare la fascia oraria, migliorare la possibilità di segnalazione guasti alle bici, sperimentare modelli più leggeri di bicicletta;0
alcune biciclette sono difettose, bisognerebbe avere quindi modo di poterla immediatamente cambiare senza dover aspettare 10 min.;-1
Servono bicilclette più leggere e maneggievoli;0
Maggiore efficienza delle biciclette. Grazie;1
"Avere un centralino dedicato al servizio e non sentirsi tutta la storia dell'ATM. Avere la possibilità di segnalare i guasti con rapidità o con segnale convenzionale \\""sella girata\""\"".""";0
Sarebbe utile aggiungere stazioni anche più in periferia (es. Lambrate). Le biciclette sono molto pesanti, soprattutto è sbilanciato il peso del manubrio (non sarebbe meglio mettere un portapacchi posteriore?). I freni spesso funzionano male. Auspicherei un aumento del tempo di utilizzo, passando dalla mezz'ora attuale a 40 o 45 minuti per poter effettuare gli spostamenti più lunghi senza correre. Se poi si realizzasse una pista ciclabile dalla Stazione Centrale a Duomo, o da Garibaldi a Duomo, ci si risparmierebbe il rischio che si corre per via della pavimentazione sconnessa delle strade. Nonostante le critiche, il servizio è comunque utile.;-1
Prolungare il servizio a tutta la giornata;0
Attenzione alla manutenzione, a volte si trovano bici con piccoli problemi (freni, marce);-1
Una maggiore manutenzione in quanto spesso le bike hanno i pneumatici sgonfi o la trasmissione che non gira bene che rendono le pedalate faticose;0
Bisogna predisporre biciclette efficienti. Troppo spesso ruote sgonfie, freni rotti, cambio rotto, etc;-1
Non ci sono cartelli a sufficienza sui mezzi pubblici che indicano se in quella fermata della metropolitana ci sono stazioni bike. troppo concentrate al centro;-1
create una stazione in piazza fidia/via farini! quella di via pepe non è assolutamente sufficiente per l'area!!;1
"Incrementare il numero di biciclette in semi periferia e periferia; moltiplicare il numero di piste ciclabili";0
"estendere le postazioni anche in aree più periferiche; possibilità di parcheggio momentaneo.";0
Sarebbe utile avere un'app con le stazioni più vicine, e che dicesse anche se ci sono posti liberi.;1
implementare il numero delle stazioni per coprire zone ancora coperte dal servizio;0
aumentare le postazioni;0
Effettuate manutenzioni più rigorose ai mezzi.;-1
Installate più stazioni nella periferia della città ed in Stazione Garibaldi. Grazie;1
Incrementare le stazioni (magari offrendo anche stazioni più piccole, con minor numero di bici);0
MIGLIORARE LA QUALITA' DELLE BICICLETTE;1
lE BICICLETTE SONO SPESSO ROTTE (IN NPARTICOLARE IL CAMBIO SALTA) - AUMENTATE LE PISTE CICLABILI. COSA SERVONO MAGGIORI STAZIONI DOVE PRNDERE LE BICICLETTE SE POI RISCHIO LA VITA OGNI MINUTO QUANDO LE USO?;-1
Stazioni più efficaci nel prelievo della bici e più equilibrio tra stalli liberi e bici disponibili;1
Aggiungere seggiolini per bambini! (comprendo le difficoltà, ma ci si può provare);0
Maggiore manutenzione delle biciclette ed estensione delle piste ciclabili;1
Controllare stalli pieni, impossibile consegnare in centro la bici al mattino;-1
Mettete qualcosa per gonfiare le bici sgonfie direttamente alle stazioni!;-1
Ampliare sicuramente la cerchia e più frequente manutenzione delle stesse che alcune volte sono inutilizzabili (manubri incassati, pedali storti e duri, ruote sgonfie o forate);-1
Il servizio è ottimo e, soprattutto nel periodo primaverile/estivo, è una valida alternativa anche la sera per uscire (grazie all'orario di restituzione posticipato). Sicuramente l'assenza quasi totale di piste ciclabili rende questo mezzo più pericoloso e meno agevole e rilassante. Sarebbe comodo installare stazioni almeno fino alla circonvallazione esterna (via tibaldi).;1
sarebbe utile integrare la tessera con altri comuni che prevedono il servizio;1
migliore manutenzione delle bici, orario notturno più lungo tutto l'anno, aggiungere postazione alla staz. garibaldi;0
Riscontro le maggiori difficoltà nel percorerre via con il selciato e con le rataie del tram.;-1
aumentare manutenzione.  specialmente riguardo alle gomme, sono spesso sgonfie;0
allungare il tempo a disposizione per ciascun singolo utilizzo;1
stazioni in zona Martesana in fondo a via Gioia, è il posto ideale per usare Bikemi;1
talvolta è difficile lasciare la bicicletta, non si trovano posti liberi e occorre cercare altri posteggi;-1
aumentare il tempo di possesso della bicicletta da 1 ora a 1 ora e mezza, difficoltà di lettura di deposito della bicicletta se bagnato.;-1
Mi è capitato più volte di restituire la bike con tutte le procedure e vedere in seguito che l'aggancio non era registrato;0
Sarebbe opportuno implemetare un servizio attraverso il quale l'utente può segnalare eventuali guasti alla bicicletta o eventualmente garantire la possibilità di sostituire la bicicletta malfunzionante con un'altra senza dover attendere almeno 10 minuti;0
controllare con maggiore frequenza le bici: troppe volte ci sono malfunzionamenti ai freni, ai pedali e al cambio;1
Migliorare il sistema viario a favore delle biciclette (piste ciclabili esclusive sulle maggiori direttrici di traffico);1
introdurre biciclette con ammortizzatori (per il pavé);-1
"mezz'ora di utilizzo gratuito e' troppo poco per chi vuole fare un passeggiata; direi che sarebbe meglio almeno un ora";1
Un app che indichi le stazioni più vicine;-1
"Salve, personalmente non credo sia la pedalata assistita, alla quale sembra vi state orientando, a spingere ulteriormente il servizio, quanto risolvere: 1) bicicletta molto pesante in confronto a qualsiasi bicicletta da città anche economica, sia mentre si pedala che per sgancio/aggancio, specialmente per donne; 2) malfunzionamenti di cambio e freni che anche se permettono di arrivare a destinazione rendono l'esperienza poco piacevole, disincentivandone l'utilizzo; 3) aree posteggio concentrate solo in centro: dopo la circonvallazione esterna praticamente non se ne trovano, allora parliamoci chiaramente, se vivo già in centro non prendo bici, se vivo in zone semiperiferiche dovrei prendere i mezzi per arrivare al posteggio delle bici, e poi ritirarne unica: faccio prima a non scendere dai mezzi, una volta salito e pagato il biglietto. Questo discorso vale sia per la tratta di \\""andata\""\"" che di \""\""ritorno\""\"". Per il punto 1 la pedalata assistita sarebbe un vantaggio, ma se già ci sono problemi con il punto 2 figuriamoci se si aumentasse la tecnologia dei mezzi. Sappiamo che aumenterà il costo, quindi tutti quelli che  usano saltuariamente il servizio lo abbandonerebbero. In conclusione: se si migliorassero i tre punti descritti sarebbe già un ottima notizia. Quello che sto scrivendo è un parere condiviso tra me e altri amici (3) che usano bikemi.""";1
MIgliorare il servizio di ricezione biciclette (a volte non registra l'avvenuta restituzione);1
La mattina in centro (Piazza duomo, Via Case Rotte, cordusio, ecc.) dopo le 8.45 è impossibile trovare posto. Va aumentato il posto o le biciclette vanno spostate più rapidamente;-1
Migliorare la manutenzione specialmente delle marce;0
Ne lascio uno e fondamentale. Bici troppo spesso con poca manutenzione. 3 biciclette su 4 hanno le ruote sgonfie. Nel lungo periodo farà aumentare la disaffezione al servizio.;-1
Servono le piste ciclabili e piu manutenzione alle bici;0
migliorare la distribuzione delle biclette tra le stazioni;1
Gonfiare di più e più spesso le gomme delle bici. Sono molto spesso sgonfie e la biciletta diveta pesantissima da guidare;-1
Più manutenzione, spesso cambio e freni non funzionano al meglio!;0
controllare lo stato delle bici, incrementare le piste ciclabili;0
Riorganizzate le stazioni eliminando quelle troppo vicine: es.viale gorizia ( 2 ) e pza. 24maggio. Zero a Romolo.;-1
"Fare qualcosa per migliorare il cambio della bici. La marcia più \\""dura\""\"" ha sempre problemi e lo sforzo fatto non corrisponde alla velocità che si raggiunge.""";-1
migliorate la manutenzione delle bici, fate un app per vedere la disponibilità di rastrelli nelle vicinanze ( con dettagli di posti occupati e liberi ).;1
Più percorsi dedicati (piste ciclabili e/o percorsi protetti);1
creare più stazioni anche periferiche (ad esempio Cimiano, ect);0
Migliorare la manutenzione delle bici.;1
Il servizio deve assolutamente prevedere la possibilità, da parte dell'utilizzatore, di segnalare i guasti e quali, in modo tale da trovare sempre le bici in perfetta efficienza. Spesso accade di trovare i guasti più disparati: dal cambio non funzionante alla sella non regolabile, dal campanello rotto ai freni non funzionanti o funzionanti male;-1
1. le bici sono quasi tutte scassate. 2. eliminate i 10 minuti di attesa tra la riconsegna e un nuovo ritiro.;-1
Controllare più spesso le biciclette (o dare la possibilità di segnalare che siano sgonfie o rotte al momento dell'aggancio);-1
piu' stalli. maggiore manutenzione.;0
Più stazioni e più piste ciclabili.;0
Allargare l'area coperta dal servizio;0
Mettere più stazioni al di fuori della circonvallazione esterna, in particolare nella zona di lambrate-piola-città studi dove c'è una quantità elevatissima di potenziali utenti;0
Sicuramente è necessaria maggiore manutenzione delle bici: freni, gomme, cambio...inoltre i sellini sono da rivedere, in quanto piuttosto scomodi;1
Biciclette possibilmente più maneggevoli e stabili;1
revisionare piu frequentemente i mezzi;0
verificate più spesso lo stato delle biciclette. Mi è capitato spesso di ritirare una bici bucata che non ho potuto cambiare subito...;-1
possibilità di segnalare eventuali malfunzionamenti;0
Per un impeigo quotidiano e di massa servono tante e sicure piste ciclabili. Io per ora ci vado solo nelle giornate e negli orari in cui non c'è traffico, altrimenti sono terrorizzata.;0
aumentate i parcheggi anche in zone più periferiche!;0
Il servizio era perfetto fin quando era disponibile solo nella cerchia dei bastioni. Successivamente è diventato praticamente impossibile trovare posto nelle rastrelliere in centro rendendo il servizio di fatto inutilizzabile. Inoltre viaggiare in bicicletta è diventato estremamente pericoloso soprattutto sulla cerchia dei navigli nelle piste ciclabili (sarebbe più rispondente alla realtà chiamarle piste motociclabili visto che sono utilizzate prioritariamente dai mezzi a motore);0
Aumenterei i controlli periodici allo stato delle bici, con particolare riferimento allo stato delle gomme e alla difficolta' di una pedalata sciolta.;-1
E' troppo lunga l'attesa per contattare il servizio telefonico a causa dei messaggi di ATM precedenti;-1
"in alcune stazioni (v. in particolare zona TRIBUNALE) le stazioni a prima mattina sono tutte piene e non ci sono stalli per lasciare la bici; ho più volte segnalato la problematica tramite call center, ma vanamente";-1
Molte biciclette presentano difetti di funzionamento al cambio del rapporto;0
Chiedo di far iniziare il servizio almeno alle 6 del mattino.Le 7 è troppo tardi.Adeguarsi almeno all'uscita degli altri mezzi di trasporto urbano                                  altri mezzi di trasporto.Per quale strano motivo un cittadino che deve muoversi prima delle 7 del mattino( e sono tanti) non deve poter utilizzare la bicicletta?;-1
Una maggiore attenzione alla manutenzione delle biciclette. Ogni tanto i cambi non funzionano bene;1
pi√∫ ciclabili e pi√∫ postazioni bikemi;0
in piazza amati c'è spazio, vicino a cennidicambiamento.it e anche alla piscina Arioli venegoni. L'area sarà interessata da flusso expo;1
FARE PIU' MANUTENZIONE ALLE BICICLETTE, QUELLE COL CAMBIO NUOVO HANNO QUASI TUTTE PROBLEMI DI SALTO RAPPORTO;0
"Va migliorato il momento del deposito della bicicletta; spesso pur avendo seguito scrupolosamente la procedura, la bicicletta non risulta riagganciata";0
migliorate la revisione delle biciclette;1
Molto spesso le ruote sono sgonfie o poco gonfie, ci vorrebbe una manutenzione maggiore...ci vorrebbe un'applicazione ufficiale per smartphone che funzioni bene per capire il numero di biciclette e stalli disponibili...Al posto di pensare di installare biciclette con pedalata assistita sarebbe meglio ampliare le stazioni, ce ne sono molte concentrate nel centro e poche sulla circonvallazione più larga.;0
bisogna torvare un modo di manutenere il cambio che molto spesso è difettoso;-1
più posteggi e biciclette piu leggere;0
manutenzione bici premiando utenti che avvisano dei guasti, avvisare in anticipo quando scade abbonamento;-1
Per favore mettete una stazione bikemi in via savona angolo via tolstoj. Da almeno due anni dichiarate che sarà di prossima apertura, ma i lavori ad oggi non si vedono. Inoltre mi sembra veramente un peccato che le stazioni siano concentrate prevalentemente nelle zone centrali e nelle periferia vi sia il nulla più assoluto, forse che questi cittadini non hanno pari dignità di quelli che risiedono nelle zone centrali? Grazie per l'attenzione;1
Le bici elettriche sono sicuramente un aspetto migliorativo;1
gradirei molto l'introduzione di uno stallo nello spiazzo ad Amendola. Inoltre le bici sono molto pesanti, ci si stanca molto di più rispetto ad una bici normale.;0
Controllate più spesso le biciclette: moltissime sono in cattive condizioni (sellino che si abbassa, 1 freno che non funziona, rapporti mal funzionanti);-1
dovrebbero essere create altre stazioni nei pressi di Piazza Firenze;0
Le biciclette in uso sono troppo pesanti e scomode.;-1
Più stazioni nelle zone semicentrali (la zona Fiera-Sempione-Cenisio dove abito ne è sprovvista);1
occorrono piste ciclabili e pavimentazione adeguata;1
Maggior cura dei mezzi, ho trovato spesso ruote sgonfie, sellini instabili, ecc;0
Maggiore attenzione alla manutenzione delle bici (specialmente il cambio e gonfiaggio gomme);1
Una volta su tre la bici ha qualcosa che non va: ruota sgonfia, cambio che salta etc. E non c'è modo di cambiarla, se non restituirla ed aspettare di poterne prendere un'altra, cosa problematica se si è di fretta. Per il resto buon servizio. Il vero problema e che pedalare a Milano vuol dire rischiare la vita,;-1
Migliorare la parte meccanica e frenante del mezzo, inserire più livelli di marcia. A volte i freni non funzionano bene, nella pedalata si avvertono degli scatti a vuoto e cambiare da un livello di marcia all'altro (esempio da 1 a 2) si passa da una pedalata troppo leggera ad una troppo pesante.;-1
"Installare la stazione bikeMI alla stazione di lambiate. Creare una app (IL SITO WAP √à PRATICAMENTE INUTILIZZABILE) che consenta rapidamente di identificare la stazione bikeMI libera per la restituzione della bici: mi è capitato spesso di perdere il treno perché la rastrelliera di restituzione era piena. Inoltre sui pannelli delle colonnine, quando la rastrelliera è piena, il solo nome della stazione (es. \\""Centrale 2\""\"") è INUTILE. Come faccio a sapere dove è \""\""Centrale 2\""\""?""";-1
migliorare la segnalazione dei guasti alle biciclette;0
"Occorre che il tempo a disposizione non a pagamento sia più esteso dei 30 minuti; e inoltre che vengano aggiunte stazioni bikemi anche in zone meno centrali, come Lambrate ad esempio";-1
biciclette più leggere;0
Aumentare il tempo de affito, o fare come Siviglia che non è bisogno aspetare 10 minuti per prendere un'altra bici. Solo basta lascisre quella che sta usando e prendere un'altra ogni 30 minuti.;-1
1. incrementare le piste ciclabili 2. lasciare i sanpietrini solo nelle zone di alto pregio storico (troppo pericolosi d'inverno);-1
migliorare il sito internet;1
Più stazioni periferiche, più ciclabili;0
Vorrei che il servizio si allargasse alla periferia in particolare area Lambrate e Casoretto/Teodosio. a queste condizioni il mio uso sarebbe sicuramenti più frequente;1
Piu' manutenzione delle bici!!!;0
renderei le bici più leggere e più piste ciclabili;0
Il servizio perde TANTISSIMO se non è accessible 24 ore non essendo più un alternativa completa.;-1
Sarebbe utile uno specchietto, ed assicurarsi che i freni siano ben funzionanti;1
Soprattutto negli orari di punta al mattino (8-9.30) migliorare la logistica negli stalli più usati in centro. Spesso si aspetta anche 10 minuti per prelevare una bici (ad esempio a Cadorna) e tocca peregrinare per 5 o sei stalli per trovare un punto conveniente di aggancio. Sarei senz'altro favorevole a pagare di più l'abbonamento, se avessi la sicurezza di non perdere spesso il vantaggio che mi da' l'uso di Bikemi (che comunque resta un buon servizio che uso volentieri);1
Bici più leggere, più parcheggi fuori dal centro;0
aumentare le stazioni almeno fino alla cerchia 90-91;1
Gonfiate le ruote;-1
Introdurre stazioni Bikemi anche in zone più periferiche (ad esempio, fermata Sesto Marelli - Linea MM1) che incentiverebbero ancora di più l'utilizzo della bicicletta e l'interscambio auto/bici.;1
controllare meglio la funzionalità della bicicletta;1
fate una APP che permetta di dare un punteggio ad ogni utilizzo della bicicletta e comunicare eventuali problemi;1
Variare le dimensioni delle bici. Per me hanno il passo troppo corto e diventano una tortura;-1
mettere stazioni vicino a casa nella zona Cagliero/Ressi/Martesana. Le bici sono sempre più scassate e quindi pericolose, il servizio manutenzione cosa fa?;-1
riparare le bici;0
BISOGNEREBBE METTERE LE STAZIONI IN ZONE PIU' PERIFERICHE E CONTROLLARE LE STAZIONI CENTRALI SEMPRE PIENE NELLE ORE DI PUNTA;-1
più  facilità di prelievo-la bici è pesante;1
sarebbe perfetto poter avere lo stesso servizio attuale con molte più stazioni anche un po' più fuori dal centro;1
Svuotare le bici alle 18 in Centrale come fate già a aCadorna!;0
aumentare il numero delle postazioni anche fuori la cerchia (vedi zona per Linate poco servita);1
Estendere il servizio durante tutte le ore notturne, soprattutto quando non è agibile la metro!;0
le stazioni sono sempre piene e spesso non riesco a trovare il posto per lasciarla. E' un problema serio.;-1
ampliare il servizio verso corso sempione/portello/mac mahon;0
Aggiungerei il seggiolino per bambini su alcune. Inoltre renderei le piste ciclabili più sicure, la sola striscia gialla non è sufficiente visto che scooter e macchine ne prendono possesso;1
Va migliorata la gestione delle stazioni, troppo spesso vuote o piene;-1
mandate un alert via mail o sms quando l'abbonamento sta per scadere;-1
OCCOREREBBE PIU' MANUTENZIONE ALLE BICICLETTE PERCHE' SPESSO NON FUNZIONANO BENE;0
va bene, ma se ci fossero davvero tante piste ciclabili sarebbe molto meglio;1
Non riempire  le rastrelliere con troppe bici;-1
Migliorare il flusso entrata/uscita degli utenti nelle ore di punta soprattutto da marzo a settembre, aprire nuove stazioni in zona De Angeli/Gambara, laddove esistono zone miste pedonie ciclisti, segnalare anche tratteggiando la viabilità delle biciclette così da poter mettere in sicurezza ciclisti e pedoni.;1
estendente l'utilizzo alle 24 Ore tutti i giorni della settimana!;1
Mancano davvero piste ciclabili utilizzabili a Milano! Inoltre non ci sono punti BikeMi più in periferia. Servono più piste ciclabili e ZTL.;0
bici piu' semplici ma funzionanti - cattiva manutenzione - il cambio sul terreno pianeggiante di milano e' totalmente inutile e fonte di malfunzionamenti;-1
mi e' capitato spessoche non ci fosse posto nelle stazioniper lasciare la bicicletta e di doverne cercare altre piu distanti;-1
mi capita quasi sempre di trovare le rastrelliere piene e di dover girare per quasi più tempo rispetto al tempo di reale utilizzo della bicicletta per poterla depositare;1
Ci meritiamo una stazione di parcheggio BIKEMI in Piazza DE ANGELI !!;1
le stazioni delle bici sono spessissimo full, e quindi e' impossibile rilasciare il mezzo una volta finito di utilizzarlo;0
Occorrono stalli all'uscita frontale di Porta Garibaldi o in alternativa in piazza Gae Aulenti;-1
Estendere il servizio anche verso la periferia;0
Ci vorrebbe un applicazione sul telefonino per individuare la stazione piu' vicina;0
Il principale problema del servizio e' che non è possibile sapere prima se la stazione d'arrivo avrà posti liberi.;0
i cambi di seconda generazione (quelli neri con finestrella sul numero) non funzionano, meglio i primi installati;1
Estendere ulteriormente il servizio (abito a Lambrate dove Bikemi non arriva);0
Ampliare alle cerchie esterne con più rastrelliere. Tipo Piazza Firenze, Diocleziano, Cenisio...;-1
Maggiore manutenzione e più stazioni nelle zone meno centrali della città;1
Il comune dovrebbe investire sulle strade!!! Molte sono fatiscenti e andare in bici è un'esperienza pericolosa.;-1
rifornire più costante le stazione al mattino (spesso in stazione centrale mancano biciclette) e liberare le colonnine più frequentemente alla sera (spesso al rientro in centrale tra le 18 e le 19) le colonnine sono piene.;-1
Più stazioni nelle periferie. In particolare a fermata MM di Inganni e alla fermata ferroviaria del passante San Cristoforo.;-1
migliorare il servizio di riempimento/svuotamento delle rastrelliere in orario di punta, migliorare la manutenzione (pedali e cambio a volte funzionano male), creare una app per segnalare in modo automatico biciclette rubate o sospette (via foto+segnalazione dell'indirizzo tipo Puliamo a2a);0
Il problema che incontro maggiormente sono le gomme sgonfie e credo che ciò, a lungo andare danneggi la bici oltre a rendere faticosa la corsa.;-1
Servono bici con le sospensioni ammortizzate perchè sul pavè ci si spacca il c**o e la schiena, gli stalli vanno liberati con più frequenza, la disponibilità segnalata nell'app non è mai reale.;-1
possibilità di restituire la bici in caso di guasto e di riprenderla subito, senza aspettare 10min.;-1
"Possibilità di riagganciare la bicicletta entro 5 minuti senza dover attendere 10 minuti per prelevarne un altra, nel caso ci si accorga che la bici prelevata è guasta. Non è necessario avere bici a 3 marce (sono più delicate: infatti il cambio è spesso rotto); migliorare la funzionalità della app per smartphone";-1
Gonfiare le gomme più spesso;-1
Fate le piste ciclabili. le strade di milano ciotolate sono impraticabili.;0
Prevedere la possibilità di sostituire la bicicletta anche dopo i primi due minuti del servizio in caso si riscontrino problemi tecnici.;-1
il servizio termina troppo presto (ad esempio non è utilizzabile dopo il cinema/teatro);1
controllare e manutenere di più i mezzi;0
servizio é ottimo , purtroppo a seguito caduta utilizzo solo nei parchi per fare un po' di moto;-1
"piste ciclabili \\""transennate\""\"" affinchè non vengano invase dalle auto, un vero pericolo per noi ciclisti""";0
so che è complesso, ma le biciclette con il seggiolino per portare i figli sarebbero un servizio eccellente;0
è troppo facile che la barra non senta l'appoggio della bici a fine uso. Si potrebbe ricordare ogni tanto agli utilizzatori il consiglio di strusciare la carta per verificare lo stato;1
Sarebbe utile permettere l'utilizzo delle bici durante la botte nel weekend, andrebbe inoltre prolungato il periodo massimo di noleggio, due ore sono troppo poche. Aumentare il numero di stazioni fuori dalla circonvallazione. Migliorare la manutenzione e rendere possibile la segnalazione divguasti via sms o internet (call center troppo lungo e oneroso per l utente).;1
Gli stalli davanti a UNIMI sono sempre pieni già il mattino alle 9!;-1
Inserire posteggi BikeMI anche in zone della città meno centrali;0
